file,ground_truth,baseline_prediction,finetuned_prediction
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011974.wav,những nhân tố này sẽ là đẩy đến khủng hoảng kinh tế, Những nhân tố này sẽ là đầy đến khủng hoảng kinh tế.,những nhân tố này sẽ là đẩy đến khủng hoảng kinh tế
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001536.wav,tại cuộc họp ông nguyễn quốc bảo khẳng định thời gian tới sẽ tập trung điều hành nhằm tháo gỡ khó khăn về vốn cũng như thủ tục hành chính phục vụ sản xuất nhập khẩu," Tại cuộc họp, ông Nguyễn Quốc bảo khẳng định thời gian tới sẽ tập trung điều hành nhằm tháo gỡ khó khăn về vốn cũng như thủ tục hành chính phục vụ sản xuất nhập khẩu.",tại cuộc họp ông nguyễn quốc bảo khẳng định thời gian tới sẽ tập trung điều hành nhằm tháo gỡ khó khăn về vốn cũng như thủ tục hành chính phục vụ sản xuất nhập khẩu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003216.wav,tôi băn khoăn chúng ta đang ở đâu bây giờ, Tôi băng khoan chúng ta đang ở đâu bây giờ?,tôi băn khoăn chúng ta đang ở đâu bây giờ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006357.wav,khi phản lực của chúng tôi ngừng đuổi theo vệt sáng thì họ cũng biến mất, Khi phản lực của chúng tôi ngừng đối theo vào sáng thì họ cũng biến mất.,khi phản lực của chúng tôi ngừng đuổi theo về sáng thì họ cũng biến mất
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003383.wav,Khi nó xảy đến tôi đã buồn phiền vì nó rất nhiều," Khi nó xảy đến, tôi đã buồn, phiền vì nó rất nhiều.",Khi nó xảy đến tôi đã buồn phiền vì nó rất nhiều
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002469.wav,cho tôi chúng tôi bánh mì được không, Chào chúng tôi bánh mì được không?,cho chúng tôi bánh mì được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004008.wav,Sớm có lợi thế Pháp càng chơi càng thoải mái," Sơm có lơi thị, pháp canh chơi, canh thoải mái.",Sớm có lời thế Pháp càng chơi càng thoải mái
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002547.wav,vui lòng kèm theo bữa sáng," Vui lòng, kèm theo bữa sáng.",vui lòng kèm theo bữa sáng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001272.wav,Giang không trả lời được mà chỉ ấp úng,จากก่อนดึกจากเลย มาจี่อับอุ่ม,Dang con được trả lời mà chị ấp uống
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005286.wav,hôm nay có ốc hồ tây, Hôm nay có hồ tay,hôm nay có hồ tây
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011419.wav,Tuy nhiên trước mắt vẫn còn bộn bề khó khăn," Tuy nhiên, trước mắt quãng còn bệnh, bộng bệ khó khăn.",Đã tuy nhiên chức mắt vẫn còn bệnh bụng bè khó khăn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009131.wav,Thứ nhất chúng tôi có khu công nghiệp, Thế nhớ chúng tôi có hồ của mình.,Thứ nhớ chúng tôi có khủ công an
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008231.wav,người việt chờ mong ngày về, Người Việt chờ móc ngày về.,người việt chờ mong ngày về
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012780.wav,Mr Miller sẽ đi chuyến bay năm giờ từ Stuttgart, setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap setiap,Mr Miller sẽ đi chuyến bay năm giờ từ Stuart
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011020.wav,những thắc mắc về thực phẩm trẻ hóa làn da, Những thắc mắc về thuộc phẩm trẻ hóa lan ga,những thắt mắt về thực phẩm trẻ hóa làn da
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_014014.wav,ti vi đổi kênh, TV Đỡ Ê Cênh,ti vi đổi kênh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006771.wav,nhiều người đức đã định cư trong khu vực này, nhiều người rất đã định cư trong khu vực này.,nhiều người đức đã đỉnh cư trong khu vực này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000542.wav,Giáo sư này cũng cho biết rằng nếu dùng sắt đúng liều sẽ rất tốt, Giáo sư này cũng cho biết rằng nếu dùng sắc đúng đều sẽ rất tốt.,giáo sư này cũng cho biết rằng nếu dùng sắt đúng đều sẽ rất tốt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001538.wav,Đi dọc theo cầu phía chợ Long Biên mùi nước thải cũng không kém phần khó chịu," Đi dọc theo câu, phải cho lòng biến mươi nữa, thải cũng không cảm phân hóa chiều.",Đi dọc theo cầu phía chợ Long Biên mùi nước Thải cũng không kém phần hóa chịu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008999.wav,Nghĩa kháng cáo cũng là việc bình thường là quyền của bị cáo, Mĩa khám cáo cũng là việc bình thường là quyền cổ bị cáo,Mĩa khán cáo cũng là việc bình thường là quyền của bị cáo
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000499.wav,sót lại những sợi trắng như tơ cước phất phơ trên vầng trán nhăn nheo, Sao lại nhìn sợi chán? Như tờ gước khuất phở trên vòng chán nhắn nhau.,Só lại những sợi trắng như tờ khước khoát phờ trên vòng trán nhăng nhàng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005083.wav,có phương tiện dành cho người tàn tật không, Có phương tiện dành cho người tan tạch không?,có phương tiện dành cho người tràn tật không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010874.wav,sản phẩm đã được miễn giảm thuế chủ yếu phục vụ thị trường các tỉnh miền tây nam bộ đã biến khỏi mĩ khởi," Sản phẩm đã được miễn giảm phế, chủ yếu phục vụ thị trường, các tỉnh miền tay lam bộ đã biến khỏi Mỹ khởi.",sản phẩm đã được miễn giảm thuế chủ yếu phục vụ thị trường các tỉnh miền Tây Lan Bộ đã biến khỏi mỹ khởi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000115.wav,Mỹ nhân bốc N lửa ngã N quay vì đi ván trượt, Mỹ nhân bốc lửa ngã quay vì đi ván trưởng.,mỹ nhân bốc lửa ngạc quay vì đi ván trượt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001415.wav,chiếc dao này không sạch, Chiếc giao này không sạch,chiếc giao này không sạch
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004580.wav,Khuyên bảo mãi không được anh chồng thất vọng ôm mặt khóc," Huyên bảo mại không được, anh trông thật vòng ốm mặt khóc.",Khuyên bảo mại không được anh chồng thật vọng ôm mặt khóc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009790.wav,Khách thì đủ mọi lứa tuổi hạng người," Khách thì đủ mọi vô tối, hẹn người.",Khách thì đủ màu gió tuổi hạn người
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011590.wav,Đường vào chiến khu Ba Lòng xưa giờ đã thuận lợi hơn nhiều," Đường vào chiến khu, 3 lòng xưa, giờ đã tụng lời thân.",Đường vào chuyến khu ba lòng xương giờ đã thuận lời thơm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005493.wav,Trong khi bơi miệng chúng luôn mở to để hút trứng vào, Đóng khi với viên trụng vấn bờ tỏ để hụt trừng vào.,Trong khi bơi miệng chúng luôn bởi to để hút trứng vào
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010738.wav,Vậy cái anh ấy cho chị là gì lời hứa hay lời khuyên, you,tôi có thể gửi bộ phim không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009423.wav,một công nhân bị đánh bằng búa cho tới chết vì anh ấy làm việc không đủ nhanh, Nột công nhân bị đảnh văn mùa cho tới chiến vì đảnh thể làm biểu công đường nhanh.,một công nhân bị đánh bằng búa cho tới chết vì anh ấy làm việc không dù nhanh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005612.wav,tôi muốn đi, Tôi muốn đi,tôi muốn đi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010108.wav,Ngày hôm đó tôi và anh chụp ảnh cưới," Ngày hôm đó, tôi và anh chụp ảnh gợi.",Ngày hôm đó tôi và anh chụp ảnh gửi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011293.wav,Tất nhiên là phải có rồi nhưng thường là huề ngay lập tức," Tất nhiên là phải có rồi, nhưng thường là hề ngay lập tức.",Tất nhiên là phải có rồi nhưng thường là hề ngay lập tức
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002689.wav,Gomez cũng mắc phải lỗi lộ nội y trên sân khấu, Gourmet cũng mắc phải lỗi lỗi y đến chân khấu,N gô mét cũng mắc phải lỗi lộ lỗi y trên sân khấu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008872.wav,bạn có cái nào lớn hơn một chút không, bạn có cái nào lớn hơn một chút không?,bạn có cái nào lớn hơn một chút không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001875.wav,nhiều chàng trai để ý và theo đuổi bạn, Nhiều chẳng trai để ý và theo đuổi bạ,Nhiều chàng trai để ý và theo đuổi bạn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001688.wav,Trời rét có nơi rét đậm vùng núi rét hại, Tôi đã có nơi rất đầm buông lụi chết hài.,Trời rét có nơi rất đầm vùng lũi rất hài
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012712.wav,ca sĩ khánh ngọc không ngại làm lại từ đầu, Các sĩ khách ngọt không ngại làm lại từ đầu.,cha sĩ khách ngọc không ngại làm lại từ đầu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012576.wav,và giờ anh đã được thỏa mãn, Và giờ anh đã được thoả mãn.,và giờ anh đã được thỏa mãn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000405.wav,Má mì quán tẩm quất massage bán dâm tòa án xét xử, Mami kuantem kot masa banjem tuaan sesu.,Má mì quán tẩm quất massage bán dâm tòa án xét xử
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013583.wav,cơ hội mua vàng giá rẻ đang trôi qua, Cô hội mua vàng giá rẻ đăng trôi qua.,cô hội mua vàng giá rẻ đang trôi qua
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012326.wav,đa số câu trả lời là a người ước mơ cao," Đa số câu chào lời là à, người ước mơ cao.",đa số câu trả lời là a gởi ơn mơ cao
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001351.wav,anh đã chịu đựng đau ốm thế này bao lâu rồi, Anh đã chịu được đâu ốm thế này bao lâu rồi?,anh đã chịu đựng đau ốm thế này bao lâu rồi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000655.wav,Và thực tế giá sinh hoạt ở Ấn Độ không cao," Và thực tế, giá sinh hoạch ở Ấn Độ không cao.",Và thực tế giá sinh hoạt ở ấn độ không cao
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011048.wav,Đối tượng này sẽ căn cứ vào lương nên sẽ không khó xác định, Tối tượng này sẽ càng cứu vào luôn nên sẽ không khó xác định.,Đối tượng này sẽ căng cứ vào lương nên sẽ không khó xác định
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005223.wav,chúng ta phải đối mặt với sự việc, Chúng ta phải đối mặt với sự việc,chúng ta phải đối mặt với sự việc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006291.wav,tôi không tin vào điều này, Tôi không tin vào điều này.,tôi không tin vào điều này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009014.wav,tôi sẽ quay lại ngay với cái cốc sạch khác, Tôi sẽ quay lại ngay với cái cục chạy khác.,tôi sẽ quay lại ngay với cái cúc sạch khác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007114.wav,vì thế để cẩn thận họ đã thay đổi phương pháp ướp và mọi sự đã diễn ra ổn thỏa," Vì thế, để cẩn thận, họ đã thấy đổi phương pháp ướp và mọi sự đã diễn ra ổn hoạt.",vì thế để cẩn thận họ đã thay đổi phương pháp ướp và mọi sự đã diễn ra ổn hoặc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002166.wav,Khi Cesare Borgia tới hắn sẽ chẳng cần phải dùng cách hạ tiện như thế," Khi Césre Bosia tới, hắn sẽ chẳng cần phải dùng cách hạ tiện như thế.",Khi Selesvocia tới hắn sẽ chẳng cần phải dùng cách hạ tiện như thế
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001611.wav,Tôi không còn nhiều bạn bè không còn nhiều hoạt động đoàn đội mọi thứ khác đi," Tôi không có nhiều bàn bè, không có nhiều hoạt động đoàn đôi, mọi thứ khác đi.",Tôi không có nhiều bạn bè không còn nhiều hạt động đoàn đội mọi thứ khác đi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001358.wav,Nạn đói Ất Dậu vẫn còn Nhà nước ta ngân sách trống rỗng lương thực cạn kiệt, Nàn đoại SGO vẫn còn nha được tà ngăn sách trọng rộng gương thực can kỷ.,Nạn đói ác dầu vẫn còn Nhà nước ta ngân sách trống rống gương thực cạn kiệt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007999.wav,Cuối cùng thì tôi vẫn tin rằng con cái là duyên trời cho, Cuối cuối cùng thì tôi vận tính rằng con cãi là duyên trai,Cuối cùng thì tôi vẫn tính rằng con cái là duyên trạch
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006255.wav,Tin như hết mưa trời lại nắng hết đông lại chuyển sang hè," Tình như hết mưa trời lại nắng, hết đồng là chuyển sang hè.",Tin như hết mưa trời lại nắng hết đông là chuyển sang hè
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000935.wav,Và cũng từ đó đến nay bà không mắng mỏ gì em nữa, Cũng từ đó đến nay ta không mở mua riêng nữa,Và cũng từ đó đến nay và thông mang mở dựa nữa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001806.wav,toa nào đến Hiroshima hạng xanh, Toa nào đến Hiroshima hẹn xanh,toa nào đến Hiroshima hàng xanh
